timestamp,asset,signal,mid_price,exec_price,direction,size,pnl,position,exit_reason
2025-12-18T09:34:54.203831,BTC,1,87225.5,87234.0,BUY,0.05732268659967556,0.0,1,
2025-12-18T09:34:54.388708,ETH,1,2851.1,2851.5,BUY,1.0522254568412193,0.0,1,
2025-12-18T09:36:26.435761,ETH,1,2845.65,2845.6,SELL,1.0542406831479627,-6.2200200305730755,0,STOP_LOSS
2025-12-18T09:36:57.022575,ETH,1,2848.35,2848.4,BUY,1.053241350255411,0.0,1,
2025-12-18T09:43:04.737428,BTC,0,87210.5,87210.0,SELL,0.05733254596636873,-1.3759811031928495,0,TREND_EXIT
2025-12-18T09:43:04.903649,ETH,0,2852.05,2852.0,SELL,1.0518749671289072,3.78674988166397,0,TREND_EXIT
2025-12-18T09:54:49.711491,ETH,1,2852.65,2852.7,BUY,1.0516537254833225,0.0,1,
2025-12-18T09:56:51.964940,ETH,0,2852.75,2852.7,SELL,1.0516168609236702,0.0,0,TREND_EXIT
2025-12-18T10:06:04.831102,BTC,1,87378.5,87384.0,BUY,0.05722231441372878,0.0,1,
2025-12-18T10:06:05.052271,ETH,1,2855.35,2855.4,BUY,1.0506592887036617,0.0,1,
2025-12-18T10:12:42.989808,ETH,0,2854.55,2854.5,SELL,1.0509537405195215,-0.945858366467665,0,TREND_EXIT
2025-12-18T10:13:13.742855,ETH,1,2853.6,2853.6,BUY,1.0513036164844407,0.0,1,
2025-12-18T10:14:14.905358,ETH,0,2852.65,2852.6,SELL,1.0516537254833225,-1.0516537254833225,0,TREND_EXIT
2025-12-18T10:15:46.443819,BTC,0,87274.5,87274.0,SELL,0.057290502953325426,-6.301955324865797,0,TREND_EXIT
2025-12-18T10:20:22.668772,BTC,1,87317.5,87318.0,BUY,0.05726228991897386,0.0,1,
2025-12-18T10:20:53.406720,ETH,1,2856.05,2856.1,BUY,1.0504017786803452,0.0,1,
2025-12-18T10:22:55.514188,BTC,0,87319.5,87319.0,SELL,0.05726097836107628,0.05726097836107628,0,TREND_EXIT
2025-12-18T10:27:01.467050,BTC,1,87363.5,87364.0,BUY,0.05723213928013415,0.0,1,
2025-12-18T10:27:32.040484,BTC,0,87346.5,87346.0,SELL,0.05724327820805642,-1.0303790077450157,0,TREND_EXIT
2025-12-18T10:28:33.202641,BTC,1,87361.5,87362.0,BUY,0.05723344951723585,0.0,1,
2025-12-18T10:29:03.733538,BTC,0,87341.5,87341.0,SELL,0.05724655518854153,-1.202177658959372,0,TREND_EXIT
2025-12-18T10:30:35.594671,BTC,1,87355.5,87356.0,BUY,0.05723738058851475,0.0,1,
2025-12-18T10:31:36.798237,BTC,0,87377.5,87377.0,SELL,0.05722296929987697,1.2016823552974163,0,TREND_EXIT
2025-12-18T10:32:07.598778,ETH,0,2859.55,2859.8,SELL,1.0491161196691787,3.8817296427762473,0,TREND_EXIT
2025-12-18T10:34:09.246407,ETH,1,2857.45,2857.7,BUY,1.0498871371327583,0.0,1,
2025-12-18T10:41:45.461383,ETH,0,2856.95,2856.9,SELL,1.0500708797843854,-0.8400567038272219,0,TREND_EXIT
2025-12-18T10:46:19.165289,ETH,1,2858.15,2858.2,BUY,1.0496300054230883,0.0,1,
2025-12-18T10:48:51.616398,ETH,0,2858.55,2858.5,SELL,1.0494831295586924,0.31484493886779863,0,TREND_EXIT
2025-12-18T12:23:14.843291,BTC,1,87179.5,87180.0,BUY,0.05735293274221577,0.0,1,
2025-12-18T12:23:16.091133,ETH,1,2858.25,2858.3,BUY,1.0495932826029915,0.0,1,
2025-12-18T12:25:19.227517,BTC,0,87121.5,87121.0,SELL,0.05739111470762097,-3.386075767749637,0,TREND_EXIT
2025-12-18T12:30:59.700752,BTC,1,87220.5,87221.0,BUY,0.057325972678441424,0.0,1,
2025-12-18T12:33:03.832092,ETH,1,2867.15,2865.1,SELL,1.0463352109237396,7.115079434281144,0,TAKE_PROFIT
2025-12-18T12:33:34.430627,ETH,1,2863.65,2863.5,BUY,1.0476140589806715,0.0,1,
2025-12-18T12:40:16.313443,BTC,0,87365.5,87365.0,SELL,0.057230829103021214,8.241239390835055,0,TREND_EXIT
2025-12-18T12:40:16.550538,ETH,1,2872.65,2872.8,SELL,1.0443318886742206,9.71228656467044,0,TAKE_PROFIT
2025-12-18T12:41:18.191079,ETH,1,2870.35,2870.7,BUY,1.0451687076488931,0.0,1,
2025-12-18T12:44:22.479175,ETH,0,2871.75,2871.7,SELL,1.0446591799425438,1.0446591799425438,0,TREND_EXIT
2025-12-18T12:47:01.522743,ETH,1,2869.25,2869.3,BUY,1.045569399668903,0.0,1,
2025-12-18T12:48:34.035965,ETH,0,2869.85,2869.8,SELL,1.0453508023067408,0.5226754011533704,0,TREND_EXIT
2025-12-18T13:00:52.742274,BTC,1,87332.5,87333.0,BUY,0.05725245469899522,0.0,1,
2025-12-18T13:01:23.928439,ETH,1,2875.85,2875.3,BUY,1.0431698454370013,0.0,1,
2025-12-18T13:02:25.741868,BTC,1,87614.5,87609.05099163901,SELL,0.05706817935387407,15.753727501670081,0,TAKE_PROFIT
2025-12-18T13:02:56.603477,BTC,1,87533.5,87534.0,BUY,0.057120987964607836,0.0,1,
2025-12-18T13:04:29.347108,ETH,1,2884.85,2884.8,SELL,1.0399154202124894,9.87919649201865,0,TAKE_PROFIT
2025-12-18T13:13:41.973619,BTC,1,87818.5,87821.0,SELL,0.0569356115169355,16.340520505360487,0,TAKE_PROFIT
2025-12-18T13:14:12.457785,BTC,1,87832.5,87837.811511455,BUY,0.05692653630489853,0.0,1,
2025-12-18T13:21:50.330089,BTC,1,87615.5,87611.05397114801,SELL,0.05706752800588937,-12.94049228201592,0,STOP_LOSS
